"Nazwa" "Osiagniecia_naukowe_i_tworcze" "Potencjal_naukowy" "Materialne_efekty_dzialalnosci_naukowej" "Pozostale_efekty_dzialalnosci_naukowej" "Ocena_ostateczna" "Kategoria" "nazwy"
"Wyzsza Szkola Finansów i Zarzadzania w Bialymstoku; Wydzial Gospodarki Przestrzennej" "Wyzsza Szkola Finansów i Zarzadzania w Bialymstoku; Wydzial Gospodarki Przestrzennej" 11.09 14 0 10 -84.42 "C" "Wyzsza Szkola Finansów i Zarzadzania w Bialymstoku; Wydzial Gospodarki Przestrzennej"
"Akademia Finansów i Biznesu Vistula; Instytut Finansów" "Akademia Finansów i Biznesu Vistula; Instytut Finansów" 10.39 40 0 0 -85.03 "C" "Akademia Finansów i Biznesu Vistula; Instytut Finansów"
"Wyzsza Szkola Menedzerska w Warszawie; Wydzial Zamiejscowy w Ciechanowie WSM w Warszawie" "Wyzsza Szkola Menedzerska w Warszawie; Wydzial Zamiejscowy w Ciechanowie WSM w Warszawie" 5.2 21 0 0 -90.27 "C" "Wyzsza Szkola Menedzerska w Warszawie; Wydzial Zamiejscowy w Ciechanowie WSM w Warszawie"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Polonistyki" "Uniwersytet Jagiellonski w Krakowie; Wydzial Polonistyki" 43.89 577 0.5 100 80.59 "+A" "Uniwersytet Jagiellonski w Krakowie; Wydzial Polonistyki"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Filologii Polskiej i Klasycznej" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Filologii Polskiej i Klasycznej" 43.42 665 1.72 70 77.9 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Filologii Polskiej i Klasycznej"
"Uniwersytet Warszawski; Wydzial \"Artes Liberales\"" "Uniwersytet Warszawski; Wydzial \"Artes Liberales\"" 44.31 134 6.91 85 65.76 "A" "Uniwersytet Warszawski; Wydzial \"Artes Liberales\""
"Uniwersytet Warszawski; Wydzial Orientalistyczny" "Uniwersytet Warszawski; Wydzial Orientalistyczny" 40.18 412 0.21 50 46.8 "A" "Uniwersytet Warszawski; Wydzial Orientalistyczny"
"Uniwersytet Warszawski; Wydzial Polonistyki" "Uniwersytet Warszawski; Wydzial Polonistyki" 33.46 669 0.34 70 33.96 "A" "Uniwersytet Warszawski; Wydzial Polonistyki"
"Uniwersytet Slaski w Katowicach; Wydzial Filologiczny" "Uniwersytet Slaski w Katowicach; Wydzial Filologiczny" 32.56 1097 0.14 70 33.15 "A" "Uniwersytet Slaski w Katowicach; Wydzial Filologiczny"
"Uniwersytet Warszawski; Wydzial Lingwistyki Stosowanej" "Uniwersytet Warszawski; Wydzial Lingwistyki Stosowanej" 34.13 465 0.69 60 27.39 "A" "Uniwersytet Warszawski; Wydzial Lingwistyki Stosowanej"
"Uniwersytet Wroclawski; Wydzial Filologiczny" "Uniwersytet Wroclawski; Wydzial Filologiczny" 31.01 901 0.26 70 26.73 "A" "Uniwersytet Wroclawski; Wydzial Filologiczny"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Filologiczny" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Filologiczny" 33.84 532 0.23 50 19.15 "B" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Filologiczny"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Humanistycznych" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Humanistycznych" 35.88 173 0 45 13.01 "B" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Nauk Humanistycznych"
"Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Kulturoznawstwa i Filologii" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Kulturoznawstwa i Filologii" 32.54 244 0.17 67.5 12.18 "B" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Kulturoznawstwa i Filologii"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Nauk Humanistycznych" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Nauk Humanistycznych" 30.59 890 0.2 40 9.15 "B" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Nauk Humanistycznych"
"Uniwersytet Lódzki; Wydzial Filologiczny" "Uniwersytet Lódzki; Wydzial Filologiczny" 27.63 704 0.37 60 6.68 "B" "Uniwersytet Lódzki; Wydzial Filologiczny"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Neofilologii" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Neofilologii" 29.01 514 0.12 70 6.07 "B" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Neofilologii"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Filologiczny" "Uniwersytet Jagiellonski w Krakowie; Wydzial Filologiczny" 27.92 627 0.12 70 5.6 "B" "Uniwersytet Jagiellonski w Krakowie; Wydzial Filologiczny"
"Uniwersytet Warszawski; Wydzial Neofilologii" "Uniwersytet Warszawski; Wydzial Neofilologii" 30.07 576 0.05 50 0 "B" "Uniwersytet Warszawski; Wydzial Neofilologii"
"Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Humanistyczny" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Humanistyczny" 29.99 535 0.08 45 -2.61 "B" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Humanistyczny"
"Uniwersytet Opolski; Wydzial Filologiczny" "Uniwersytet Opolski; Wydzial Filologiczny" 29.99 417 0.05 45 -8.22 "B" "Uniwersytet Opolski; Wydzial Filologiczny"
"Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Humanistyczny" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Humanistyczny" 24.11 842 0.19 60 -10.06 "B" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Humanistyczny"
"Uniwersytet w Bialymstoku; Wydzial Filologiczny" "Uniwersytet w Bialymstoku; Wydzial Filologiczny" 27.58 214 0.08 60 -14.78 "B" "Uniwersytet w Bialymstoku; Wydzial Filologiczny"
"Spoleczna Akademia Nauk z siedziba w Lodzi; Instytut Anglistyki" "Spoleczna Akademia Nauk z siedziba w Lodzi; Instytut Anglistyki" 32.98 84 0 5 -17.13 "B" "Spoleczna Akademia Nauk z siedziba w Lodzi; Instytut Anglistyki"
"Uniwersytet Rzeszowski; Wydzial Filologiczny" "Uniwersytet Rzeszowski; Wydzial Filologiczny" 28.67 214 0 50 -18.61 "B" "Uniwersytet Rzeszowski; Wydzial Filologiczny"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Anglistyki" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Anglistyki" 26.81 390 1.39 30 -22.37 "B" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Anglistyki"
"Akademia Techniczno-Humanistyczna w Bielsku-Bialej; Wydzial Humanistyczno-Spoleczny" "Akademia Techniczno-Humanistyczna w Bielsku-Bialej; Wydzial Humanistyczno-Spoleczny" 28.53 99 0.14 30 -28.68 "B" "Akademia Techniczno-Humanistyczna w Bielsku-Bialej; Wydzial Humanistyczno-Spoleczny"
"Uniwersytet Gdanski; Wydzial Filologiczny" "Uniwersytet Gdanski; Wydzial Filologiczny" 23.9 525 0.03 50 -30.61 "B" "Uniwersytet Gdanski; Wydzial Filologiczny"
"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Filologiczny" "Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Filologiczny" 23.68 517 0.04 50 -32.02 "B" "Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Filologiczny"
"Uniwersytet Szczecinski; Wydzial Filologiczny" "Uniwersytet Szczecinski; Wydzial Filologiczny" 25.75 222 0.06 40 -34.71 "B" "Uniwersytet Szczecinski; Wydzial Filologiczny"
"Politechnika Koszalinska; Instytut Neofilologii i Komunikacji Spolecznej" "Politechnika Koszalinska; Instytut Neofilologii i Komunikacji Spolecznej" 14.26 19 0 5 -89.57 "C" "Politechnika Koszalinska; Instytut Neofilologii i Komunikacji Spolecznej"
"Wyzsza Szkola Zarzadzania Marketingowego i Jezyków Obcych w Katowicach; Wydzial Humanistyczny" "Wyzsza Szkola Zarzadzania Marketingowego i Jezyków Obcych w Katowicach; Wydzial Humanistyczny" 6.69 45 0 10 -94.27 "C" "Wyzsza Szkola Zarzadzania Marketingowego i Jezyków Obcych w Katowicach; Wydzial Humanistyczny"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Humanistyczny" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Humanistyczny" 42.05 409 0.19 80 69.68 "+A" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Humanistyczny"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Filozofii Chrzescijanskiej" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Filozofii Chrzescijanskiej" 38.57 383 0.2 65 49.48 "A" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Filozofii Chrzescijanskiej"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Filozofii" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Filozofii" 37.52 357 0.55 40 36.53 "A" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Filozofii"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Teologiczny" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Teologiczny" 36.09 276 0.02 75 28.83 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Teologiczny"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Teologii" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Teologii" 30.9 709 0.23 60 15.9 "A" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Teologii"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Teologiczny" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Teologiczny" 32.31 566 0.43 40 14.83 "A" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Teologiczny"
"Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Filozoficzny" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Filozoficzny" 33.66 184 0.1 75 13.16 "A" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Filozoficzny"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Teologiczny" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Teologiczny" 33.37 261 0.05 60 12.13 "A" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Teologiczny"
"Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Teologiczny Sekcja w Tarnowie" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Teologiczny Sekcja w Tarnowie" 40.01 77 0 10 5.68 "A" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Teologiczny Sekcja w Tarnowie"
"Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Teologii" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Teologii" 36.09 231 0.02 20 4.65 "A" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Teologii"
"Uniwersytet Slaski w Katowicach; Wydzial Teologiczny" "Uniwersytet Slaski w Katowicach; Wydzial Teologiczny" 34.65 189 0.03 25 -4.67 "B" "Uniwersytet Slaski w Katowicach; Wydzial Teologiczny"
"Uniwersytet Opolski; Wydzial Teologiczny" "Uniwersytet Opolski; Wydzial Teologiczny" 27.58 296 0.08 70 -11.51 "B" "Uniwersytet Opolski; Wydzial Teologiczny"
"Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Teologiczny" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Teologiczny" 29.32 288 0.09 42.5 -12.97 "B" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Teologiczny"
"Akademia Ignatianum; Wydzial Filozoficzny" "Akademia Ignatianum; Wydzial Filozoficzny" 30.93 112 0.06 20 -28.77 "B" "Akademia Ignatianum; Wydzial Filozoficzny"
"Uniwersytet Szczecinski; Wydzial Teologiczny" "Uniwersytet Szczecinski; Wydzial Teologiczny" 27.05 118 0 15 -53.68 "B" "Uniwersytet Szczecinski; Wydzial Teologiczny"
"Chrzescijanska Akademia Teologiczna w Warszawie; Wydzial Teologiczny" "Chrzescijanska Akademia Teologiczna w Warszawie; Wydzial Teologiczny" 25.17 170 0 25 -55.94 "B" "Chrzescijanska Akademia Teologiczna w Warszawie; Wydzial Teologiczny"
"Uniwersytet Wroclawski; Wydzial Nauk Historycznych i Pedagogicznych" "Uniwersytet Wroclawski; Wydzial Nauk Historycznych i Pedagogicznych" 38.81 861 0.88 85 69.88 "+A" "Uniwersytet Wroclawski; Wydzial Nauk Historycznych i Pedagogicznych"
"Uniwersytet Warszawski; Wydzial Historyczny" "Uniwersytet Warszawski; Wydzial Historyczny" 35.48 1101 1.26 100 67.27 "+A" "Uniwersytet Warszawski; Wydzial Historyczny"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Historyczny" "Uniwersytet Jagiellonski w Krakowie; Wydzial Historyczny" 35.92 979 0.59 82 62.08 "A" "Uniwersytet Jagiellonski w Krakowie; Wydzial Historyczny"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Historyczny" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Historyczny" 36.16 904 1.05 75 61.63 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Historyczny"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Nauk Historycznych" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Nauk Historycznych" 35.39 559 0.9 75.5 52.93 "A" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Nauk Historycznych"
"Uniwersytet Warszawski; Osrodek Badan nad Antykiem Europy Poludniowowschodniej" "Uniwersytet Warszawski; Osrodek Badan nad Antykiem Europy Poludniowowschodniej" 40.15 10 4.68 67 42.34 "A" "Uniwersytet Warszawski; Osrodek Badan nad Antykiem Europy Poludniowowschodniej"
"Uniwersytet w Bialymstoku; Wydzial Historyczno-Socjologiczny" "Uniwersytet w Bialymstoku; Wydzial Historyczno-Socjologiczny" 37.4 350 0.15 66.5 42.14 "A" "Uniwersytet w Bialymstoku; Wydzial Historyczno-Socjologiczny"
"Uniwersytet Gdanski; Wydzial Historyczny" "Uniwersytet Gdanski; Wydzial Historyczny" 33.19 239 0.07 47.5 8.23 "A" "Uniwersytet Gdanski; Wydzial Historyczny"
"Uniwersytet Lódzki; Wydzial Filozoficzno-Historyczny" "Uniwersytet Lódzki; Wydzial Filozoficzno-Historyczny" 27.7 582 0.18 73 -2.06 "B" "Uniwersytet Lódzki; Wydzial Filozoficzno-Historyczny"
"Uniwersytet Rzeszowski; Wydzial Socjologiczno-Historyczny" "Uniwersytet Rzeszowski; Wydzial Socjologiczno-Historyczny" 29.42 471 0.4 53 -3.27 "B" "Uniwersytet Rzeszowski; Wydzial Socjologiczno-Historyczny"
"Uniwersytet Szczecinski; Wydzial Humanistyczny" "Uniwersytet Szczecinski; Wydzial Humanistyczny" 25.71 517 0.26 64 -13.83 "B" "Uniwersytet Szczecinski; Wydzial Humanistyczny"
"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Humanistyczny" "Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Humanistyczny" 27.48 493 0.24 50 -16.21 "B" "Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydzial Humanistyczny"
"Uniwersytet Zielonogórski; Wydzial Humanistyczny" "Uniwersytet Zielonogórski; Wydzial Humanistyczny" 23.37 412 0.48 65 -23.82 "B" "Uniwersytet Zielonogórski; Wydzial Humanistyczny"
"Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial Humanistyczny" "Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial Humanistyczny" 26.86 366 0.11 50 -26.75 "B" "Uniwersytet Jana Kochanowskiego w Kielcach; Wydzial Humanistyczny"
"Akademia Pomorska w Slupsku; Wydzial Filologiczno-Historyczny" "Akademia Pomorska w Slupsku; Wydzial Filologiczno-Historyczny" 28.8 172 0.34 34.5 -28.45 "B" "Akademia Pomorska w Slupsku; Wydzial Filologiczno-Historyczny"
"Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Historii i Dziedzictwa Kulturowego" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Historii i Dziedzictwa Kulturowego" 26.44 270 0.07 52.5 -31.67 "B" "Uniwersytet Papieski Jana Pawla II w Krakowie; Wydzial Historii i Dziedzictwa Kulturowego"
"Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Humanistyczny" "Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Humanistyczny" 24.58 430 0.08 48 -32.66 "B" "Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydzial Humanistyczny"
"Uniwersytet Jana Kochanowskiego w Kielcach; Filia w Piotrkowie Trybunalskim. Wydzial Filologiczno-Historyczny" "Uniwersytet Jana Kochanowskiego w Kielcach; Filia w Piotrkowie Trybunalskim. Wydzial Filologiczno-Historyczny" 29.1 101 0.02 33 -34.05 "B" "Uniwersytet Jana Kochanowskiego w Kielcach; Filia w Piotrkowie Trybunalskim. Wydzial Filologiczno-Historyczny"
"Akademia im. Jana Dlugosza w Czestochowie; Wydzial Filologiczno-Historyczny" "Akademia im. Jana Dlugosza w Czestochowie; Wydzial Filologiczno-Historyczny" 23.05 258 0.06 38 -51.08 "B" "Akademia im. Jana Dlugosza w Czestochowie; Wydzial Filologiczno-Historyczny"
"Uniwersytet Warszawski; Centrum Archeologii Sródziemnomorskiej UW im. prof. Kazimierza Michalowskiego" "Uniwersytet Warszawski; Centrum Archeologii Sródziemnomorskiej UW im. prof. Kazimierza Michalowskiego" 21.25 9 0 57.5 -58.82 "B" "Uniwersytet Warszawski; Centrum Archeologii Sródziemnomorskiej UW im. prof. Kazimierza Michalowskiego"
"Uniwersytet w Bialymstoku; Wydzial Prawa" "Uniwersytet w Bialymstoku; Wydzial Prawa" 33.53 278 0.63 40 61.49 "A" "Uniwersytet w Bialymstoku; Wydzial Prawa"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Prawa i Administracji" "Uniwersytet Jagiellonski w Krakowie; Wydzial Prawa i Administracji" 29.83 563 0.53 90 59.62 "A" "Uniwersytet Jagiellonski w Krakowie; Wydzial Prawa i Administracji"
"Uniwersytet Slaski w Katowicach; Wydzial Prawa i Administracji" "Uniwersytet Slaski w Katowicach; Wydzial Prawa i Administracji" 30.75 336 0.51 75 56.25 "A" "Uniwersytet Slaski w Katowicach; Wydzial Prawa i Administracji"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Prawa i Administracji" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Prawa i Administracji" 27.75 497 0.16 75 49.13 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Prawa i Administracji"
"Uniwersytet Gdanski; Wydzial Prawa i Administracji" "Uniwersytet Gdanski; Wydzial Prawa i Administracji" 29.23 339 0.02 50 39.49 "A" "Uniwersytet Gdanski; Wydzial Prawa i Administracji"
"Uniwersytet Warszawski; Wydzial Prawa i Administracji" "Uniwersytet Warszawski; Wydzial Prawa i Administracji" 28.84 526 0.11 30 38.96 "A" "Uniwersytet Warszawski; Wydzial Prawa i Administracji"
"Uniwersytet Wroclawski; Wydzial Prawa. Administracji i Ekonomii" "Uniwersytet Wroclawski; Wydzial Prawa. Administracji i Ekonomii" 24.17 521 0.8 65 27.26 "B" "Uniwersytet Wroclawski; Wydzial Prawa. Administracji i Ekonomii"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Prawa. Prawa Kanonicznego i Administracji" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Prawa. Prawa Kanonicznego i Administracji" 25.93 505 0.02 30 21.45 "B" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Prawa. Prawa Kanonicznego i Administracji"
"Uniwersytet Lódzki; Wydzial Prawa i Administracji" "Uniwersytet Lódzki; Wydzial Prawa i Administracji" 25.15 376 0.1 40 21.33 "B" "Uniwersytet Lódzki; Wydzial Prawa i Administracji"
"Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Prawa i Administracji" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Prawa i Administracji" 27.38 333 0.03 25 21 "B" "Uniwersytet Mikolaja Kopernika w Toruniu; Wydzial Prawa i Administracji"
"Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Prawa i Administracji" "Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Prawa i Administracji" 34.15 17 0 0 19.67 "B" "Wyzsza Szkola Finansów i Zarzadzania w Warszawie; Wydzial Prawa i Administracji"
"Uniwersytet Opolski; Wydzial Prawa i Administracji" "Uniwersytet Opolski; Wydzial Prawa i Administracji" 27.26 162 0.05 32.5 17.52 "B" "Uniwersytet Opolski; Wydzial Prawa i Administracji"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Prawa Kanonicznego" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Prawa Kanonicznego" 27.25 203 0 30 15.49 "B" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Prawa Kanonicznego"
"Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Prawa i Administracji" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Prawa i Administracji" 25.19 339 0.01 37 14.81 "B" "Uniwersytet Marii Curie-Sklodowskiej w Lublinie; Wydzial Prawa i Administracji"
"Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Prawa i Administracji" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Prawa i Administracji" 26.97 157 0.05 25 11.97 "B" "Uniwersytet Kardynala Stefana Wyszynskiego w Warszawie; Wydzial Prawa i Administracji"
"Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Prawa i Nauk Spolecznych" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Prawa i Nauk Spolecznych" 27.42 76 0.06 27.5 8.43 "B" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Prawa i Nauk Spolecznych"
"Uczelnia Lazarskiego w Warszawie; Wydzial Prawa i Administracji" "Uczelnia Lazarskiego w Warszawie; Wydzial Prawa i Administracji" 22.42 139 1.19 32.5 -15.23 "B" "Uczelnia Lazarskiego w Warszawie; Wydzial Prawa i Administracji"
"Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Prawa i Administracji" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Prawa i Administracji" 22.3 188 0.08 18 -25.51 "B" "Uniwersytet Warminsko-Mazurski w Olsztynie; Wydzial Prawa i Administracji"
"Uniwersytet Szczecinski; Wydzial Prawa i Administracji" "Uniwersytet Szczecinski; Wydzial Prawa i Administracji" 18.84 209 0.08 40 -28.75 "B" "Uniwersytet Szczecinski; Wydzial Prawa i Administracji"
"Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Prawa. Administracji i Stosunków Miedzynarodowych" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Prawa. Administracji i Stosunków Miedzynarodowych" 20 90 0.11 10 -50.01 "B" "Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie; Wydzial Prawa. Administracji i Stosunków Miedzynarodowych"
"Uniwersytet Rzeszowski; Wydzial Prawa i Administracji" "Uniwersytet Rzeszowski; Wydzial Prawa i Administracji" 18.92 99 0 17.5 -54.78 "B" "Uniwersytet Rzeszowski; Wydzial Prawa i Administracji"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Nauk Prawnych i Ekonomicznych w Tomaszowie Lubelskim" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Nauk Prawnych i Ekonomicznych w Tomaszowie Lubelskim" 19.61 67 0 9 -58.59 "B" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Nauk Prawnych i Ekonomicznych w Tomaszowie Lubelskim"
"Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Prawa i Nauk o Gospodarce w Stalowej Woli" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Prawa i Nauk o Gospodarce w Stalowej Woli" 19.35 53 0 10 -60 "B" "Katolicki Uniwersytet Lubelski Jana Pawla II w Lublinie; Wydzial Zamiejscowy Prawa i Nauk o Gospodarce w Stalowej Woli"
"Wyzsza Szkola Menedzerska w Warszawie; Wydzial Prawa i Administracji" "Wyzsza Szkola Menedzerska w Warszawie; Wydzial Prawa i Administracji" 18.68 32 0 0 -66.41 "B" "Wyzsza Szkola Menedzerska w Warszawie; Wydzial Prawa i Administracji"
"Wyzsza Szkola Prawa i Administracji w Przemyslu; Zamiejscowy Wydzial Prawa i Administracji w Rzeszowie" "Wyzsza Szkola Prawa i Administracji w Przemyslu; Zamiejscowy Wydzial Prawa i Administracji w Rzeszowie" 11.24 111 0 20 -78.78 "C" "Wyzsza Szkola Prawa i Administracji w Przemyslu; Zamiejscowy Wydzial Prawa i Administracji w Rzeszowie"
"Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Zamiejscowy we Wroclawiu" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Zamiejscowy we Wroclawiu" 86.65 247 2.48 72.5 87.07 "+A" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Zamiejscowy we Wroclawiu"
"Uniwersytet Warszawski; Wydzial Psychologii" "Uniwersytet Warszawski; Wydzial Psychologii" 51.92 244 1.18 90 86.36 "+A" "Uniwersytet Warszawski; Wydzial Psychologii"
"Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Psychologii" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Psychologii" 43.18 282 0.82 90 83.11 "A" "Szkola Wyzsza Psychologii Spolecznej w Warszawie; Wydzial Psychologii"
"Uniwersytet Warszawski; Wydzial Filozofii i Socjologii" "Uniwersytet Warszawski; Wydzial Filozofii i Socjologii" 37.45 537 1.81 90 77.48 "A" "Uniwersytet Warszawski; Wydzial Filozofii i Socjologii"
"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Nauk Spolecznych" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Nauk Spolecznych" 35.16 823 0.69 80 71.16 "A" "Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydzial Nauk Spolecznych"
"Uniwersytet Jagiellonski w Krakowie; Wydzial Zarzadzania i Komunikacji Spolecznej" "Uniwersytet Jagiellonski w Krakowie; Wydzial Zarzadzania i Komunikacji Spolecznej" 32.26 652 2.67 90 64.68 "A" "Uniwersytet Jagiellonski w Krakowie; Wydzial Zarzadzania i Komunikacji Spolecznej"
